タイトル,年月,売上予測（円）,サービス開始日,サービス終了日,備考
誰ガ為のアルケミスト,2024/02,96330000,2016/1/28,2024/11/29,"ファンタジー, 戦略級, 基本プレイ無料"
誰ガ為のアルケミスト,2024/01,79440000,2016/1/28,2024/11/29,"ファンタジー, 戦略級, 基本プレイ無料"
デッキヒーローズ-本格派戦略カードゲーム-,2018/05,1730000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2018/01,1730000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2019/11,30000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2019/10,80000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2019/08,220000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2019/07,110000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2019/06,40000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2020/04,260000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2020/02,160000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2021/11,3550000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2021/10,2110000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2022/12,440000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2022/11,410000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2022/10,380000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2022/08,520000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2022/07,440000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2022/06,1320000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2022/02,420000,2015/9/14,2023/11/10,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,2023/02,2370000,2015/9/14,2023/11/10,ファンタジー
美少女戦士セーラームーン　セーラームーンドロップス,2018/09,1530000,2015/9/3,2019/03/28,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,2018/06,3150000,2015/9/3,2019/03/28,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,2018/05,8690000,2015/9/3,2019/03/28,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,2018/04,22560000,2015/9/3,2019/03/28,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,2018/03,20770000,2015/9/3,2019/03/28,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,2018/02,4570000,2015/9/3,2019/03/28,"パズル, 原作モノ, アニメ/コミック"
モンスターハンター エクスプロア,2018/12,99010000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/11,92580000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/10,97100000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/09,157000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/08,111000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/07,131000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/06,174000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/05,117000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/04,153000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/03,212000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/02,196000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2018/01,175000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/12,17860000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/11,20780000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/10,23910000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/09,44920000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/08,24110000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/07,44590000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/06,73030000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/05,44490000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/04,78740000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/03,121000000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/02,94280000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2019/01,99110000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2020/09,8120000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2020/08,8320000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2020/07,14640000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2020/06,14390000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2020/05,16370000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2020/04,15660000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2020/03,14380000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2020/02,15910000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,2020/01,15260000,2015/9/29,2020/11/27,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
夢色キャスト,2018/12,7550000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/11,21270000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/10,32090000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/09,42070000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/08,13090000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/07,26080000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/06,38120000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/05,26380000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/04,62390000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/03,66580000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/02,43880000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,2018/01,17620000,2015/9/29,2019/01/15,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
グリムノーツ,2018/12,56640000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/11,71500000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/10,65510000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/09,56590000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/08,68330000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/07,74370000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/06,81940000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/05,99860000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/04,107000000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/03,130000000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/02,161000000,2016/1/21,2020/06/17,無料
グリムノーツ,2018/01,188000000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/12,36490000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/11,30060000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/10,85840000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/09,48860000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/08,65590000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/07,27000000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/06,80710000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/05,41300000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/04,94810000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/03,100000000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/02,107000000,2016/1/21,2020/06/17,無料
グリムノーツ,2019/01,88200000,2016/1/21,2020/06/17,無料
グリムノーツ,2020/02,14920000,2016/1/21,2020/06/17,無料
グリムノーツ,2020/01,79380000,2016/1/21,2020/06/17,無料
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/12,3580000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/11,4910000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/10,4140000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/09,12550000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/08,6510000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/07,6560000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/05,4450000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/04,8020000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/03,15850000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2018/02,36290000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2019/06,3470000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2019/05,4720000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2019/04,6950000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,2019/01,1620000,2016/3/31,2019/06/28,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
かんぱにガールズ ファンタジーRPG,2018/12,8750000,2015/12/14,2021/07/12,"ファンタジー,無料"
