年月,タイトル,売上予測（円）,サービス開始日,サービス終了日,備考
2020-05-01,茜さすセカイでキミと詠う,39240000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2020-06-01,茜さすセカイでキミと詠う,36480000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2020-07-01,茜さすセカイでキミと詠う,38830000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2020-08-01,茜さすセカイでキミと詠う,28600000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2020-09-01,茜さすセカイでキミと詠う,33320000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2020-10-01,茜さすセカイでキミと詠う,30980000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2020-11-01,茜さすセカイでキミと詠う,29410000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2020-12-01,茜さすセカイでキミと詠う,28820000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-01-01,茜さすセカイでキミと詠う,35230000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-02-01,茜さすセカイでキミと詠う,43560000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-03-01,茜さすセカイでキミと詠う,40330000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-04-01,茜さすセカイでキミと詠う,59250000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-05-01,茜さすセカイでキミと詠う,48600000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-06-01,茜さすセカイでキミと詠う,39040000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-07-01,茜さすセカイでキミと詠う,42540000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-08-01,茜さすセカイでキミと詠う,37560000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-09-01,茜さすセカイでキミと詠う,43330000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-10-01,茜さすセカイでキミと詠う,45670000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-11-01,茜さすセカイでキミと詠う,56930000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2021-12-01,茜さすセカイでキミと詠う,43640000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2022-01-01,茜さすセカイでキミと詠う,52600000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2022-02-01,茜さすセカイでキミと詠う,44340000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2022-03-01,茜さすセカイでキミと詠う,39680000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2022-04-01,茜さすセカイでキミと詠う,50550000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
2022-05-01,茜さすセカイでキミと詠う,40690000.0,2017-04-20,2025-02-25,"ファンタジー, 歴史物, 女性向け, パズル, 無料, KENN, 細谷佳正, 諏訪部順一, 柿原徹也, 豊永利行, 逢坂良太, 沢城千春, 関 幸治, 片山 享, 蒼井翔太, 中井和哉, 興津和幸, 仲村宗悟, 高梨謙吾, 新垣樽助, 小林裕介, 野島健児, 杉田智和, 寺島拓篤, 小野友樹, 梶 裕貴, 花江夏樹, 山下誠一郎, 市来光弘, 熊谷健太郎, 金本涼輔, 村田太志, 小野賢章, 平川大輔, 内田雄馬, 服部武雄, 弓原健史, 浪川大輔, 井上和彦, 濱 健人, 天野七瑠, 松岡禎丞, 梅原裕一郎, 代永 翼, 前野智昭, 濱野大輝, 菊池卓也, 竹内良太, 木村 昴, 古川 慎, 鳥海浩輔, 櫻井孝宏, 下野 紘, 増田俊樹, 江口拓也, 河西健吾, 青木優太, 長井 新, 福島 潤, 釘宮理恵, 高橋広樹, 五十嵐裕美, 白井悠介, 八代 拓, 天﨑滉平, 西山宏太朗, イケメン"
