タイトル,年月,発売日,サービス終了日,売上予測（円）,備考
誰ガ為のアルケミスト,May-24,2016/1/28,2024/11/29,45700000,"ファンタジー, 戦略級, 基本プレイ無料"
誰ガ為のアルケミスト,Apr-24,2016/1/28,2024/11/29,58200000,"ファンタジー, 戦略級, 基本プレイ無料"
誰ガ為のアルケミスト,Mar-24,2016/1/28,2024/11/29,46030000,"ファンタジー, 戦略級, 基本プレイ無料"
誰ガ為のアルケミスト,Feb-24,2016/1/28,2024/11/29,96330000,"ファンタジー, 戦略級, 基本プレイ無料"
誰ガ為のアルケミスト,Jan-24,2016/1/28,2024/11/29,79440000,"ファンタジー, 戦略級, 基本プレイ無料"
デッキヒーローズ-本格派戦略カードゲーム-,May-18,2015/9/14,2023/11/10,1730000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Jan-18,2015/9/14,2023/11/10,1730000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Nov-19,2015/9/14,2023/11/10,30000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Oct-19,2015/9/14,2023/11/10,80000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Aug-19,2015/9/14,2023/11/10,220000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Jul-19,2015/9/14,2023/11/10,110000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Jun-19,2015/9/14,2023/11/10,40000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Apr-20,2015/9/14,2023/11/10,260000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Feb-20,2015/9/14,2023/11/10,160000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Nov-21,2015/9/14,2023/11/10,3550000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Oct-21,2015/9/14,2023/11/10,2110000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Dec-22,2015/9/14,2023/11/10,440000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Nov-22,2015/9/14,2023/11/10,410000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Oct-22,2015/9/14,2023/11/10,380000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Aug-22,2015/9/14,2023/11/10,520000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Jul-22,2015/9/14,2023/11/10,440000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Jun-22,2015/9/14,2023/11/10,1320000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Feb-22,2015/9/14,2023/11/10,420000,ファンタジー
デッキヒーローズ-本格派戦略カードゲーム-,Feb-23,2015/9/14,2023/11/10,2370000,ファンタジー
美少女戦士セーラームーン　セーラームーンドロップス,Sep-18,2015/9/3,2019/3/28,1530000,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,Jun-18,2015/9/3,2019/3/28,3150000,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,May-18,2015/9/3,2019/3/28,8690000,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,Apr-18,2015/9/3,2019/3/28,22560000,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,Mar-18,2015/9/3,2019/3/28,20770000,"パズル, 原作モノ, アニメ/コミック"
美少女戦士セーラームーン　セーラームーンドロップス,Feb-18,2015/9/3,2019/3/28,4570000,"パズル, 原作モノ, アニメ/コミック"
モンスターハンター エクスプロア,Dec-18,2015/9/29,2020/11/27,99010000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Nov-18,2015/9/29,2020/11/27,92580000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Oct-18,2015/9/29,2020/11/27,97100000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Sep-18,2015/9/29,2020/11/27,157000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Aug-18,2015/9/29,2020/11/27,111000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Jul-18,2015/9/29,2020/11/27,131000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Jun-18,2015/9/29,2020/11/27,174000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,May-18,2015/9/29,2020/11/27,117000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Apr-18,2015/9/29,2020/11/27,153000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Mar-18,2015/9/29,2020/11/27,212000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Feb-18,2015/9/29,2020/11/27,196000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Jan-18,2015/9/29,2020/11/27,175000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Dec-19,2015/9/29,2020/11/27,17860000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Nov-19,2015/9/29,2020/11/27,20780000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Oct-19,2015/9/29,2020/11/27,23910000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Sep-19,2015/9/29,2020/11/27,44920000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Aug-19,2015/9/29,2020/11/27,24110000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Jul-19,2015/9/29,2020/11/27,44590000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Jun-19,2015/9/29,2020/11/27,73030000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,May-19,2015/9/29,2020/11/27,44490000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Apr-19,2015/9/29,2020/11/27,78740000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Mar-19,2015/9/29,2020/11/27,121000000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Feb-19,2015/9/29,2020/11/27,94280000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Jan-19,2015/9/29,2020/11/27,99110000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Sep-20,2015/9/29,2020/11/27,8120000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Aug-20,2015/9/29,2020/11/27,8320000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Jul-20,2015/9/29,2020/11/27,14640000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Jun-20,2015/9/29,2020/11/27,14390000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,May-20,2015/9/29,2020/11/27,16370000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Apr-20,2015/9/29,2020/11/27,15660000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Mar-20,2015/9/29,2020/11/27,14380000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Feb-20,2015/9/29,2020/11/27,15910000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
モンスターハンター エクスプロア,Jan-20,2015/9/29,2020/11/27,15260000,"無料, プレイ人数：1～4人, 協力プレイ, 日本"
夢色キャスト,Dec-18,2015/9/29,2019/1/15,7550000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Nov-18,2015/9/29,2019/1/15,21270000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Oct-18,2015/9/29,2019/1/15,32090000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Sep-18,2015/9/29,2019/1/15,42070000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Aug-18,2015/9/29,2019/1/15,13090000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Jul-18,2015/9/29,2019/1/15,26080000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Jun-18,2015/9/29,2019/1/15,38120000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,May-18,2015/9/29,2019/1/15,26380000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Apr-18,2015/9/29,2019/1/15,62390000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Mar-18,2015/9/29,2019/1/15,66580000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Feb-18,2015/9/29,2019/1/15,43880000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
夢色キャスト,Jan-18,2015/9/29,2019/1/15,17620000,"乙女ゲーム, 無料, 恋愛, 女性向け, 逢坂良太, 花江夏樹, 豊永利行, 上村祐翔, 林 勇, 小野友樹, 畠中 祐, 古川 慎, 斉藤壮馬, 鈴村健一, 山下大輝, 平川大輔, イケメン"
グリムノーツ,Dec-18,2016/1/21,2020/6/17,56640000,無料
グリムノーツ,Nov-18,2016/1/21,2020/6/17,71500000,無料
グリムノーツ,Oct-18,2016/1/21,2020/6/17,65510000,無料
グリムノーツ,Sep-18,2016/1/21,2020/6/17,56590000,無料
グリムノーツ,Aug-18,2016/1/21,2020/6/17,68330000,無料
グリムノーツ,Jul-18,2016/1/21,2020/6/17,74370000,無料
グリムノーツ,Jun-18,2016/1/21,2020/6/17,81940000,無料
グリムノーツ,May-18,2016/1/21,2020/6/17,99860000,無料
グリムノーツ,Apr-18,2016/1/21,2020/6/17,107000000,無料
グリムノーツ,Mar-18,2016/1/21,2020/6/17,130000000,無料
グリムノーツ,Feb-18,2016/1/21,2020/6/17,161000000,無料
グリムノーツ,Jan-18,2016/1/21,2020/6/17,188000000,無料
グリムノーツ,Dec-19,2016/1/21,2020/6/17,36490000,無料
グリムノーツ,Nov-19,2016/1/21,2020/6/17,30060000,無料
グリムノーツ,Oct-19,2016/1/21,2020/6/17,85840000,無料
グリムノーツ,Sep-19,2016/1/21,2020/6/17,48860000,無料
グリムノーツ,Aug-19,2016/1/21,2020/6/17,65590000,無料
グリムノーツ,Jul-19,2016/1/21,2020/6/17,27000000,無料
グリムノーツ,Jun-19,2016/1/21,2020/6/17,80710000,無料
グリムノーツ,May-19,2016/1/21,2020/6/17,41300000,無料
グリムノーツ,Apr-19,2016/1/21,2020/6/17,94810000,無料
グリムノーツ,Mar-19,2016/1/21,2020/6/17,100000000,無料
グリムノーツ,Feb-19,2016/1/21,2020/6/17,107000000,無料
グリムノーツ,Jan-19,2016/1/21,2020/6/17,88200000,無料
グリムノーツ,Feb-20,2016/1/21,2020/6/17,14920000,無料
グリムノーツ,Jan-20,2016/1/21,2020/6/17,79380000,無料
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Dec-18,2016/3/31,2019/6/28,3580000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Nov-18,2016/3/31,2019/6/28,4910000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Oct-18,2016/3/31,2019/6/28,4140000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Sep-18,2016/3/31,2019/6/28,12550000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Aug-18,2016/3/31,2019/6/28,6510000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Jul-18,2016/3/31,2019/6/28,6560000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,May-18,2016/3/31,2019/6/28,4450000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Apr-18,2016/3/31,2019/6/28,8020000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Mar-18,2016/3/31,2019/6/28,15850000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Feb-18,2016/3/31,2019/6/28,36290000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Jun-19,2016/3/31,2019/6/28,3470000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,May-19,2016/3/31,2019/6/28,4720000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Apr-19,2016/3/31,2019/6/28,6950000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
DAME×PRINCE -ダメ王子たちとのドタバタ恋愛ADV,Jan-19,2016/3/31,2019/6/28,1620000,"乙女ゲーム, 女性向け, 無料, 恋愛, 石川界人, 斉藤壮馬, 木村良平, 梅原裕一郎, 武内駿輔, 竹本英史, イケメン"
かんぱにガールズ ファンタジーRPG,Dec-18,2015/12/14,2021/7/12,8750000,"ファンタジー,無料"
かんぱにガールズ ファンタジーRPG,Oct-18,2015/12/14,2021/7/12,10890000,"ファンタジー,無料"
かんぱにガールズ ファンタジーRPG,Sep-18,2015/12/14,2021/7/12,24750000,"ファンタジー,無料"
かんぱにガールズ ファンタジーRPG,Aug-18,2015/12/14,2021/7/12,6430000,"ファンタジー,無料"
かんぱにガールズ ファンタジーRPG,Jul-18,2015/12/14,2021/7/12,32920000,"ファンタジー,無料"
かんぱにガールズ ファンタジーRPG,Jun-18,2015/12/14,2021/7/12,30940000,"ファンタジー,無料"
かんぱにガールズ ファンタジーRPG,Apr-18,2015/12/14,2021/7/12,3910000,"ファンタジー,無料"
